gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgRevenuePerMonth,IsNewCustomer,ChargesPerServiceYear,Cluster,Segment,Recommendation,ChurnProbability,ChurnProbabilityPercent,RiskCategory,RevenueAtRisk,EstimatedCLV,PriorityScore
Male,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.5,1816.2,0,25.225,0,294.0,1,High Risk Customers,Offer retention discount,0.006986793,0.6986793,Low,0.17117643170058727,1739.5,297.76140294317156
Female,0,No,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.5,7069.25,0,108.75769230769231,0,1326.0,0,Premium Customers,Provide VIP benefits,0.031746667,3.1746666,Low,3.508006690070033,7072.0,24808.623312175274
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.25,1841.2,0,25.221917808219178,0,303.0,1,High Risk Customers,Offer retention discount,0.0012755753,0.12755753,Low,0.03220827516634017,1818.0,58.55464425240643
Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.25,74.25,1,37.125,1,891.0,2,New Customers,Onboarding campaign,0.92391473,92.39147,Critical,68.60066874325275,74.25,5093.599654186517
Male,1,Yes,No,29,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Bank transfer (automatic),90.1,2656.7,0,88.55666666666666,0,1081.1999999999998,2,New Customers,Onboarding campaign,0.047398586,4.7398586,Low,4.270612582936883,2612.8999999999996,11158.68361795578
Female,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),68.75,1689.45,0,70.39375,0,825.0,2,New Customers,Onboarding campaign,0.02169248,2.169248,Low,1.4913580613210797,1581.25,2358.2099344639573
Male,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,0,19.900943396226417,0,230.39999999999998,1,High Risk Customers,Offer retention discount,0.0048381146,0.48381147,Low,0.09289180040359497,998.4,92.74317352294922
Female,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.7,2187.55,1,84.13653846153846,0,1076.4,2,New Customers,Onboarding campaign,0.8652207,86.52207,Critical,77.61029908061028,2242.5,174041.09568826854
Female,0,No,No,64,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.1,7334.05,0,112.83153846153846,0,1381.1999999999998,0,Premium Customers,Provide VIP benefits,0.0215323,2.1532302,Low,2.4783678289502857,7366.4,18256.648775179383
Female,1,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.4,1581.2,1,93.01176470588236,0,1156.8000000000002,2,New Customers,Onboarding campaign,0.87152696,87.152695,Critical,84.01519861221314,1542.4,129585.04233947756
Male,1,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.5,69.5,1,34.75,1,834.0,2,New Customers,Onboarding campaign,0.95407784,95.40778,Critical,66.30840986967087,69.5,4608.434485942125
Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.65,2404.85,0,96.194,0,1195.8000000000002,2,New Customers,Onboarding campaign,0.5363938,53.63938,Medium,53.45164428651333,2391.6000000000004,127834.9524756253
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,91.45,171.45,0,57.15,1,1097.4,2,New Customers,Onboarding campaign,0.9595318,95.95318,Critical,87.7491816520691,182.9,16049.32532416344
Female,0,Yes,Yes,34,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,84.75,2839.45,0,81.12714285714286,0,1017.0,2,New Customers,Onboarding campaign,0.011326002,1.1326002,Low,0.9598786658607423,2881.5,2765.890375677729
Male,1,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.25,3132.75,1,84.66891891891892,0,1023.0,2,New Customers,Onboarding campaign,0.6796978,67.96978,High,57.94423843920231,3069.0,177830.86776991189
Male,0,Yes,Yes,53,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,78.75,3942.45,0,73.00833333333333,0,945.0,0,Premium Customers,Provide VIP benefits,0.09111769,9.111769,Low,7.175517892464995,4173.75,29948.817803675774
Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.25,873.4,0,18.195833333333333,0,243.0,1,High Risk Customers,Offer retention discount,0.0035675652,0.3567565,Low,0.07224319595843554,951.75,68.75746175344102
Male,0,No,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.9,1529.65,0,20.954109589041096,0,238.79999999999998,1,High Risk Customers,Offer retention discount,0.000852297,0.0852297,Low,0.01696071033948101,1432.8,24.30130577440839
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),97.75,6991.6,0,95.77534246575343,0,1173.0,0,Premium Customers,Provide VIP benefits,0.0021469942,0.21469942,Low,0.20986868592444807,7038.0,1477.0558115362655
Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,19.4,1,9.7,1,232.79999999999998,1,High Risk Customers,Offer retention discount,0.445784,44.5784,Medium,8.648209649324416,19.4,167.77526719689365
Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.3,803.3,1,80.33,1,999.5999999999999,2,New Customers,Onboarding campaign,0.8323032,83.23032,Critical,69.33085872530937,749.6999999999999,51977.34478636443
Female,0,No,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.1,679.3,1,75.47777777777777,1,961.1999999999999,2,New Customers,Onboarding campaign,0.821268,82.1268,Critical,65.78356856703758,640.8,42154.11073775768
Male,1,No,No,45,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),62.7,2791.5,1,60.68478260869565,0,752.4000000000001,2,New Customers,Onboarding campaign,0.2615383,26.15383,Low,16.398451218008997,2821.5,46268.230111612385
Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.4,715.0,0,89.375,1,1204.8000000000002,2,New Customers,Onboarding campaign,0.4937302,49.37302,Medium,49.5705108165741,702.8000000000001,34838.15500188828
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.45,1681.6,0,23.355555555555554,0,293.4,1,High Risk Customers,Offer retention discount,0.007006485,0.7006485,Low,0.17130855862051247,1735.95,297.38309233727864
Female,1,No,No,41,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),101.1,4016.2,0,95.62380952380951,0,1213.1999999999998,0,Premium Customers,Provide VIP benefits,0.06551422,6.551422,Low,6.623487822711468,4145.099999999999,27455.019373921303
Male,0,Yes,Yes,67,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),50.9,3281.65,0,48.25955882352941,0,610.8,0,Premium Customers,Provide VIP benefits,0.016466739,1.6466739,Low,0.8381569975987077,3410.2999999999997,2858.3668089108724
Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Credit card (automatic),107.2,7317.1,0,104.53,0,1286.4,0,Premium Customers,Provide VIP benefits,0.16792367,16.792368,Low,18.00141785144806,7396.8,133152.887563591
Female,1,Yes,No,70,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.2,6474.45,0,91.18943661971831,0,1106.4,0,Premium Customers,Provide VIP benefits,0.015114245,1.5114245,Low,1.3935333894565702,6454.0,8993.864495552705
Male,0,No,No,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.3,676.35,1,26.013461538461538,0,303.6,1,High Risk Customers,Offer retention discount,0.23485005,23.485004,Low,5.9417062401771545,632.5,3758.1291969120502
Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),113.4,8164.1,0,111.83698630136986,0,1360.8000000000002,0,Premium Customers,Provide VIP benefits,0.008051977,0.80519766,Low,0.9130941420793534,8164.8,7455.231051249504
Male,0,Yes,Yes,34,No,No phone service,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,40.55,1325.85,0,37.88142857142857,0,486.59999999999997,1,High Risk Customers,Offer retention discount,0.015184821,1.5184821,Low,0.6157444765325635,1378.6999999999998,848.9269097954451
Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),26.0,1654.85,0,25.073484848484846,0,312.0,1,High Risk Customers,Offer retention discount,0.0023316648,0.23316649,Low,0.06062328442931175,1690.0,102.45335068553686
Female,0,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.95,7795.95,0,109.80211267605634,0,1343.4,0,Premium Customers,Provide VIP benefits,0.06209572,6.209572,Low,6.9516158899292355,7836.5,54476.33792143045
Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),53.8,3952.45,0,54.143150684931506,0,645.5999999999999,0,Premium Customers,Provide VIP benefits,0.0053244876,0.53244877,Low,0.28645743150264025,3873.6,1109.6215066686273
Male,0,No,Yes,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,72.1,2495.15,0,69.30972222222222,0,865.1999999999999,2,New Customers,Onboarding campaign,0.26913986,26.913986,Low,19.40498362481594,2523.5,48968.47617722303
Male,0,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,98.15,1230.25,1,87.875,0,1177.8000000000002,2,New Customers,Onboarding campaign,0.72477096,72.4771,High,71.13627003729344,1275.95,90766.32375408457
Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Electronic check,78.85,876.75,0,67.4423076923077,0,946.1999999999999,2,New Customers,Onboarding campaign,0.082076035,8.207603,Low,6.471695394441485,946.1999999999999,6123.518182220533
Female,0,Yes,Yes,62,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),70.75,4263.45,0,67.67380952380952,0,849.0,0,Premium Customers,Provide VIP benefits,0.007789638,0.7789638,Low,0.5511168809607625,4386.5,2417.4741983343847
Female,0,No,No,25,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.15,1992.95,0,76.65192307692308,0,913.8000000000001,2,New Customers,Onboarding campaign,0.08119749,8.119749,Low,6.18318907506764,1903.7500000000002,11771.24620166002
Female,0,No,No,52,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,39.1,1982.1,0,37.39811320754717,0,469.20000000000005,1,High Risk Customers,Offer retention discount,0.0032980258,0.32980257,Low,0.12895280921366067,2033.2,262.18685169321486
Male,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,562.7,0,62.522222222222226,1,839.4000000000001,2,New Customers,Onboarding campaign,0.23418747,23.418747,Low,16.38141344860196,559.6,9167.038965837657
Male,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,33.7,0,11.233333333333334,1,240.60000000000002,1,High Risk Customers,Offer retention discount,0.23192856,23.192856,Low,4.650167571008206,40.1,186.47171959742906
Female,0,Yes,Yes,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,1090.1,0,19.12456140350877,0,240.60000000000002,1,High Risk Customers,Offer retention discount,0.022343496,2.2343495,Low,0.4479870920069516,1122.8,502.9999069054052
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.45,227.45,0,17.496153846153845,0,233.39999999999998,1,High Risk Customers,Offer retention discount,0.15513597,15.5135975,Low,3.017394699901342,233.39999999999998,704.2599229569731
Female,0,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,26.9,1250.85,0,26.059375,0,322.79999999999995,1,High Risk Customers,Offer retention discount,0.01860941,1.860941,Low,0.500593133084476,1264.3,632.899898158703
Male,1,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.2,37.2,0,12.4,1,230.39999999999998,1,High Risk Customers,Offer retention discount,0.08858064,8.858064,Low,1.7007482528686524,38.4,65.30873291015625
Female,0,No,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,50.0,892.7,0,46.98421052631579,0,600.0,1,High Risk Customers,Offer retention discount,0.1311198,13.11198,Low,6.555990129709244,900.0,5900.391116738319
Female,0,No,No,8,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,60.0,487.75,0,54.19444444444444,1,720.0,2,New Customers,Onboarding campaign,0.2675245,26.75245,Low,16.051470637321472,480.0,7704.705905914307
Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,84.55,3713.95,0,80.73804347826086,0,1014.5999999999999,0,Premium Customers,Provide VIP benefits,0.090996295,9.099629,Low,7.693736760318279,3804.75,29272.74493882097
Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.45,141.7,0,35.425,1,545.4000000000001,1,High Risk Customers,Offer retention discount,0.5191974,51.91974,Medium,23.597522029280665,136.35000000000002,3217.5221286924193
Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,678.2,0,17.389743589743592,0,240.60000000000002,1,High Risk Customers,Offer retention discount,0.008401104,0.8401104,Low,0.16844214019365608,761.9,128.33606661354656
Male,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,115.55,8425.3,0,115.41506849315067,0,1386.6,0,Premium Customers,Provide VIP benefits,0.009005561,0.900556,Low,1.0405925203580408,8319.6,8657.313532370757
Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,93.7,4154.8,1,88.4,0,1124.4,0,Premium Customers,Provide VIP benefits,0.3718707,37.18707,Low,34.844284266233444,4310.2,150185.83404431937
Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),99.0,7061.65,0,98.07847222222222,0,1188.0,0,Premium Customers,Provide VIP benefits,0.013039138,1.3039138,Low,1.2908746786415577,7029.0,9073.558116171509
Male,0,Yes,Yes,66,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),50.55,3364.55,0,50.21716417910448,0,606.5999999999999,0,Premium Customers,Provide VIP benefits,0.007680943,0.7680943,Low,0.38827165702823546,3336.2999999999997,1295.390729343302
Male,1,No,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.95,2655.25,1,102.125,0,1271.4,2,New Customers,Onboarding campaign,0.883175,88.317505,Critical,93.57239288687707,2648.75,247849.87565911564
Male,0,No,No,18,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.0,1425.45,1,75.02368421052631,0,984.0,2,New Customers,Onboarding campaign,0.39716214,39.716213,Low,32.56729543209076,1476.0,48069.32805776596
Female,0,Yes,Yes,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.0,332.5,0,23.75,0,300.0,1,High Risk Customers,Offer retention discount,0.013073461,1.3073461,Low,0.32683652825653553,325.0,106.22187168337405
Female,0,Yes,Yes,65,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),91.55,5963.95,0,90.36287878787878,0,1098.6,0,Premium Customers,Provide VIP benefits,0.014464653,1.4464653,Low,1.3242389910388737,5950.75,7880.215175924577
Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,95.75,5742.9,1,94.14590163934426,0,1149.0,0,Premium Customers,Provide VIP benefits,0.6922056,69.22056,High,66.27868695557117,5745.0,380771.0565597564
Male,0,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.35,278.85,0,17.428125,0,232.20000000000002,1,High Risk Customers,Offer retention discount,0.003921212,0.39212123,Low,0.07587545535061509,290.25,22.022850915516027
Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.85,1871.85,0,25.641780821917806,0,298.20000000000005,1,High Risk Customers,Offer retention discount,0.0019407507,0.19407508,Low,0.04822765613207594,1789.2,86.28892235151028
Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.05,2866.45,1,92.46612903225805,0,1128.6,2,New Customers,Onboarding campaign,0.7868872,78.68872,High,74.00674383938312,2821.5,208810.02774281948
Female,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,100.4,4303.65,0,100.08488372093022,0,1204.8000000000002,0,Premium Customers,Provide VIP benefits,0.016088655,1.6088655,Low,1.6153009839355947,4216.8,6811.401189059617
Female,0,Yes,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.0,1753.0,0,24.34722222222222,0,300.0,1,High Risk Customers,Offer retention discount,0.0015602168,0.15602168,Low,0.03900541923940182,1775.0,69.23461914993823
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,54.75,54.75,1,27.375,1,657.0,2,New Customers,Onboarding campaign,0.7515686,75.15686,High,41.14838169515133,54.75,2252.8738978095353
Male,1,No,No,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,3759.05,1,93.97625000000001,0,1147.8000000000002,0,Premium Customers,Provide VIP benefits,0.73405105,73.405106,High,70.21198281347752,3730.3500000000004,261915.2700882559
Female,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,617.65,0,17.156944444444445,0,231.0,1,High Risk Customers,Offer retention discount,0.015410735,1.5410736,Low,0.2966566539835185,673.75,199.87242062139558
Female,0,Yes,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),108.25,5935.1,0,109.90925925925927,0,1299.0,0,Premium Customers,Provide VIP benefits,0.16572729,16.57273,Low,17.939978875219822,5737.25,102926.14380185492
Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.6,94.6,1,47.3,1,1135.1999999999998,2,New Customers,Onboarding campaign,0.9825714,98.25714,Critical,92.95125662088394,94.6,8793.18887633562
Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.9,2911.3,1,90.978125,0,1186.8000000000002,2,New Customers,Onboarding campaign,0.601095,60.1095,High,59.44829755425454,3065.9,182262.53547158898
Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.15,982.95,0,20.060204081632655,0,241.79999999999998,1,High Risk Customers,Offer retention discount,0.006205149,0.62051487,Low,0.12503375224769114,967.1999999999999,120.93264517396686
Female,1,No,Yes,30,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,2974.5,0,95.95161290322581,0,1215.6,2,New Customers,Onboarding campaign,0.5104267,51.04267,Medium,51.70622472167015,3039.0,157135.21692915558
Male,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.0,198.7,0,18.063636363636363,1,240.0,1,High Risk Customers,Offer retention discount,0.1033553,10.33553,Low,2.067106068134308,200.0,413.4212136268616
Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.3,1275.65,0,98.12692307692308,0,1263.6,2,New Customers,Onboarding campaign,0.32199576,32.199577,Low,33.90615405142307,1263.6,42843.81625937819
Female,1,No,No,57,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),69.85,4003.0,0,69.01724137931035,0,838.1999999999999,0,Premium Customers,Provide VIP benefits,0.012516977,1.2516978,Low,0.874310861993581,3981.45,3481.024981484343
Female,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),65.25,3791.6,0,64.26440677966102,0,783.0,0,Premium Customers,Provide VIP benefits,0.056906622,5.6906624,Low,3.713157079182565,3784.5,14052.442966166418
Female,0,No,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,813.3,0,21.402631578947368,0,237.60000000000002,1,High Risk Customers,Offer retention discount,0.010367966,1.0367966,Low,0.20528573188930752,732.6,150.3923271821067
Female,0,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.6,780.25,0,17.33888888888889,0,235.20000000000002,1,High Risk Customers,Offer retention discount,0.1539884,15.398841,Low,3.018172758817673,862.4000000000001,2602.8721872043616
Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,552.9,0,19.74642857142857,0,240.60000000000002,1,High Risk Customers,Offer retention discount,0.0036181512,0.36181512,Low,0.0725439312052913,541.35,39.27165715798445
Female,0,No,No,8,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.4,408.25,0,45.361111111111114,1,592.8,1,High Risk Customers,Offer retention discount,0.3623144,36.23144,Low,17.89833151102066,395.2,7073.420613155365
Male,1,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,231.8,1,57.95,1,912.5999999999999,2,New Customers,Onboarding campaign,0.88219965,88.21996,Critical,67.091283005476,228.14999999999998,15306.876217699348
Female,1,Yes,No,25,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.4,2191.15,0,84.275,0,1060.8000000000002,2,New Customers,Onboarding campaign,0.3846338,38.463383,Low,34.00162874460221,2210.0,75143.59952557088
Female,0,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,5611.7,0,96.75344827586207,0,1207.1999999999998,0,Premium Customers,Provide VIP benefits,0.29171872,29.171871,Low,29.34690337181091,5734.2,168281.0133146381
Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,246.25,0,18.942307692307693,0,233.39999999999998,1,High Risk Customers,Offer retention discount,0.058085833,5.8085833,Low,1.1297694468870758,233.39999999999998,263.68818890344346
Female,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.3,1296.15,0,20.573809523809526,0,243.60000000000002,1,High Risk Customers,Offer retention discount,0.00227819,0.22781901,Low,0.04624725915491581,1258.6000000000001,58.206800372377046
Female,0,Yes,No,65,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),107.65,7082.85,0,107.3159090909091,0,1291.8000000000002,0,Premium Customers,Provide VIP benefits,0.08834036,8.834036,Low,9.509839425235986,6997.25,66542.7239182325
Female,0,Yes,No,71,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.45,5662.25,0,78.64236111111111,0,965.4000000000001,0,Premium Customers,Provide VIP benefits,0.006843045,0.6843045,Low,0.550522961257957,5711.95,3144.559628557387
Female,0,Yes,Yes,21,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.85,1215.45,0,55.247727272727275,0,706.2,2,New Customers,Onboarding campaign,0.103955515,10.395552,Low,6.117782041803003,1235.8500000000001,7560.660936362242
Male,0,Yes,No,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,109.6,7854.15,0,109.08541666666666,0,1315.1999999999998,0,Premium Customers,Provide VIP benefits,0.17147127,17.147127,Low,18.793250966072083,7781.599999999999,146241.5617175865
Female,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,75.15,525.0,0,65.625,1,901.8000000000001,2,New Customers,Onboarding campaign,0.5142145,51.42145,Medium,38.643220853805545,526.0500000000001,20328.266330144408
Female,0,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),73.0,5265.2,0,72.12602739726027,0,876.0,0,Premium Customers,Provide VIP benefits,0.01125067,1.125067,Low,0.8212989149615169,5256.0,4316.747097037733
Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.1,70.1,0,35.05,1,841.1999999999999,2,New Customers,Onboarding campaign,0.8698143,86.98143,Critical,60.97398079633712,70.1,4274.276053823232
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.65,7129.45,0,97.66369863013698,0,1183.8000000000002,0,Premium Customers,Provide VIP benefits,0.0031927382,0.31927383,Low,0.31496361989993604,7102.8,2237.1235994252656
Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,111.45,7266.95,0,111.79923076923076,0,1337.4,0,Premium Customers,Provide VIP benefits,0.03639059,3.639059,Low,4.0557314129546285,7132.8,28928.721022322774
